variable_id,class_id,semantic_folder,source_itemid,source_table,source_item,source_item_en,source_abbreviation,source_unit,source_ucum_code,dictionary_expected_min_value,dictionary_expected_max_value,dictionary_count,dictionary_count_validated,category,category_en,islabresult,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,matched_aliases,modifier_terms_required,modifier_match,preferred_table_for_class,candidate_fit_category,candidate_score
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,7093,numericitems,Eiwit totaal in urine,,Tot. Eiwit-Urine,g/l,g/L,nan,nan,3,3.0,LAB URINE,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10321,numericitems,P.B.G. (urine),,P.B.G. (urine),µmol/l,umol/L,nan,nan,3,3.0,LAB-Divers-urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10324,numericitems,D-Ala (urine),,D-Ala (urine),µmol/l,umol/L,nan,nan,3,3.0,LAB-Chem-urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,11549,numericitems,pH-gemeten (verz. urine),,pH-gemeten-vur,Geen,,nan,nan,3,3.0,LAB-Divers-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,12162,numericitems,D-Ala (verz. urine),,D-Ala (verz. urine),µmol/24uur,umol/(24.h),nan,nan,3,3.0,LAB-Chem-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,7108,numericitems,Kreatinine klaring,,Kreatinine klaring,ml/min,mL/min,nan,nan,2,2.0,LAB URINE,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,7847,numericitems,Urinezuur in urine,,Urinezuur-Urine,mmol/l,mmol/L,nan,nan,2,2.0,LAB URINE,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,9978,numericitems,IgG (urine),,IgG (urine),mg/l,mg/L,nan,nan,2,2.0,LAB-Imm-urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,9982,numericitems,Transferrine (urine),,Transferrine (urine),mg/l,mg/L,nan,nan,2,2.0,LAB-Chem-urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10068,numericitems,Citraat (urine),,Citraat (urine),mmol/l,mmol/L,nan,nan,2,2.0,LAB-Chem-urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10164,numericitems,B2-Microglobuline (urine),,B2-Microglobuline (urine),µg/l,ug/L,nan,nan,2,2.0,LAB-Chem-urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10165,numericitems,B2-MICRO (urine),,B2-MICRO (urine),µg/l,ug/L,nan,nan,2,2.0,LAB-Chem-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10301,numericitems,H.O.P. (verz. urine),,H.O.P.-vur,mmol/l,mmol/L,nan,nan,2,2.0,LAB-Divers-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10319,numericitems,Porfyrine  (verz. urine),,Porfyrine  (verz. urine),µmol/l,umol/L,nan,nan,2,2.0,LAB-Chem-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10322,numericitems,P.B.G.   (verz. urine ),,P.B.G.   (verz. urine),µmol/l,umol/L,nan,nan,2,2.0,LAB-Divers-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10325,numericitems,D-Ala  (verz. urine),,D-Ala  (verz. urine),µmol/l,umol/L,nan,nan,2,2.0,LAB-Chem-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,11578,numericitems,pH (verz. urine),,pH-vur,Geen,,nan,nan,2,2.0,LAB-Divers-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,12213,numericitems,P.B.G.  (verz. urine ),,P.B.G.  (verz. urine),µmol/24uur,umol/(24.h),nan,nan,2,2.0,LAB-Divers-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,18486,numericitems,P.B.G. (verz. urine),,P.B.G. (verz. urine),µmol/24uur,umol/(24.h),nan,nan,2,2.0,LAB-Divers-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,7839,numericitems,LH in urine,,LHUrine,IE/ml,[IU]/mL,nan,nan,1,1.0,LAB URINE,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,7846,numericitems,Ureum in urine,,Ureum-Urine,mmol/l,mmol/L,nan,nan,1,1.0,LAB URINE,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,8922,numericitems,Amylase in Urine,,Amylase-Urine,mmol/l,mmol/L,nan,nan,1,1.0,LAB URINE,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10300,numericitems,H.O.P. (urine),,H.O.P. (urine),mmol/l,mmol/L,nan,nan,1,1.0,LAB-Divers-urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10351,numericitems,IG-G (verz. urine),,IG-G-vur,mg/l,mg/L,nan,nan,1,1.0,LAB-Imm-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10353,numericitems,TRANSFER. (verz. urine),,TRANSFER.-vur,mg/l,mg/L,nan,nan,1,1.0,LAB-Chem-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10369,numericitems,Koper (urine),,Koper (urine),µmol/l,umol/L,nan,nan,1,1.0,LAB-Chem-urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10370,numericitems,KOPER (verz. urine),,KOPER-vur,µmol/l,umol/L,nan,nan,1,1.0,LAB-Chem-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10373,numericitems,Gluc.Kwan. ( verz. urine),,Gluc.Kwan.  (verz. urine),mmol/l,mmol/L,nan,nan,1,1.0,LAB-Chem-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,10381,numericitems,Ammoniak  (urine),,Ammoniak  (urine),µmol/l,umol/L,nan,nan,1,1.0,LAB-Chem-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,11445,numericitems,Benzodiazepinen-screening (urine),,Benzodiazepinen-screening (urine),Geen,,nan,nan,1,1.0,LAB-Tox-urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,11789,numericitems,Eiwituitsch. (verz. urine),,Eiwituitsch.-vur,Geen,,nan,nan,1,1.0,LAB-Divers-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,11863,numericitems,Para % TE  (urine),,Para % TE  (urine),Geen,,nan,nan,1,1.0,LAB-Chem-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,12253,numericitems,URINEZUUR (overig),,URINEZUUR (overig),µmol/l,umol/L,nan,nan,1,1.0,LAB-Chem-diversen,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,12254,numericitems,URINEZUUR (divers  )-LabZis2,,URINEZUUR-  div-LabZis2,mmol/24uur,mmol/(24.h),nan,nan,1,1.0,LAB-LabZIS2_Ongebruikt,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,14327,numericitems,VRY-KAPPA (verz. urine),,VRY-KAPPA-vur,mg/l,mg/L,nan,nan,1,1.0,LAB-Imm-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,14330,numericitems,VRY-LAMBDA (verz. urine),,VRY-LAMBDA-vur,mg/l,mg/L,nan,nan,1,1.0,LAB-Imm-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,14333,numericitems,vryK/Lratio  (urine),,vryK/Lratio  (urine),Geen,,nan,nan,1,1.0,LAB-Chem-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,14364,numericitems,Mpro-Band1 (urine),,Mpro-Band1 (urine),g/l,g/L,nan,nan,1,1.0,LAB-Chem-urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,14365,numericitems,Mpro-band1 (verz. urine),,Mpro-band1-vur,g/l,g/L,nan,nan,1,1.0,LAB-Chem-verz. urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,19353,numericitems,Can-Kreat ratio (urine),,Can-Kreat ratio (urine),µg/mmol,ug/mmol,nan,nan,1,1.0,LAB-Chem-urine,,1.0,,,,urine,urin;urine,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,9415,processitems,Urine-Catheter (CAD),,Urine-Catheter (CAD),,,nan,nan,21339,nan,PROC. Lijnen/Catheter/Drains,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,45
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,12779,procedureorderitems,Urine afnemen,,Urine afnemen,,,nan,nan,2243,nan,OPDR. Lab. afnemen,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,42
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,6882,drugitems,Bumetanide (Burinex),bumetanide,Bumetanide,,,nan,nan,595,nan,Medicatie,,nan,ATC,C03CA02,bumetanide,urine,urin;urine,True,False,ordinal_adjacent_source_hit,39
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,8418,procedureorderitems,Urinekweek afnemen,,Urinekweek afnemen,,,nan,nan,504,nan,OPDR. Kweken afnemen,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,39
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,12928,procedureorderitems,Urine sparen,,Urine sparen,,,nan,nan,378,nan,OPDR. Lab. afnemen,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,39
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,9259,procedureorderitems,24-uurs urine sparen,,24-uurs urine sparen,,,nan,nan,373,nan,OPDR. Overig,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,39
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,9205,procedureorderitems,Legionella sneltest (urine),,Legionella sneltest (urine),,,nan,nan,195,nan,OPDR. Kweken afnemen,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,39
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,12780,procedureorderitems,24-uurs urine afsluiten,,24-uurs urine afsluiten,,,nan,nan,173,nan,OPDR. Lab. afnemen,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,39
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,9259,procedureorderitems,24-uurs urine sparen,,24-uurs urine sparen,,,nan,nan,141,nan,OPDR. Overig,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,39
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,16362,processitems,24 uurs urine sparen,,24 uurs urine sparen,,,nan,nan,288,nan,PROC. Overig,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,39
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,11192,freetextitems,Sediment (overig),,Sediment (overig),,,nan,nan,1,1.0,LAB-Divers-diversen,,1.0,,,,sediment,urin;urine,False,True,ordinal_domain_source_hit,38
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,6882,drugitems,Bumetanide (Burinex),bumetanide,Bumetanide,,,nan,nan,59,nan,Medicatie,,nan,ATC,C03CA02,bumetanide,urine,urin;urine,True,False,ordinal_adjacent_source_hit,36
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,6882,drugitems,Bumetanide (Burinex),bumetanide,Bumetanide,,,nan,nan,39,nan,Medicatie,,nan,ATC,C03CA02,bumetanide,urine,urin;urine,True,False,ordinal_adjacent_source_hit,36
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,12414,procedureorderitems,Citraat-CVVH urine 24 uur,,Citraat-CVVH urine 24 uur,,,nan,nan,29,nan,OPDR. Lab. afnemen,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,36
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,12415,procedureorderitems,Citraat-CVVH urine 48 uur,,Citraat-CVVH urine 48 uur,,,nan,nan,18,nan,OPDR. Lab. afnemen,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,36
std_granular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,12416,procedureorderitems,Citraat-CVVH urine 72 uur,,Citraat-CVVH urine 72 uur,,,nan,nan,14,nan,OPDR. Lab. afnemen,,nan,,,,urine,urin;urine,True,False,ordinal_adjacent_source_hit,36
std_hyaline_casts_urine,class6_ordinal_text_semiquantitative_result,laboratory,17403,freetextitems,Hyaline cilinder (urine),,Hyaline cilinder (urine),,,nan,nan,511,511.0,LAB-Urine-urine,,1.0,,,,hyaline,urin;urine,True,True,ordinal_domain_source_hit,64
std_ketone_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,19232,listitems,Fysio-Assesment resultaat,,Fysio-Assesment resultaat,,,nan,nan,2749,2749.0,Fysio-Assesment,,0.0,,,,result,,True,True,ordinal_domain_source_hit,67
std_ketone_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,19232,listitems,Fysio-Assesment resultaat,,Fysio-Assesment resultaat,,,nan,nan,1048,1048.0,Fysio-Assesment,,0.0,,,,result,,True,True,ordinal_domain_source_hit,67
std_ketone_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,10892,freetextitems,Ketonen (urine),,Ketonen (urine),,,nan,nan,272,272.0,LAB-Chem-urine,,1.0,,,,ketone,,True,True,ordinal_domain_source_hit,64
std_ketone_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,19391,numericitems,Ketonen (bloed),,Ketonen (bloed),mmol/l,mmol/L,nan,nan,4,4.0,LAB-Chem-bloed,,1.0,,,,ketone,,True,True,numeric_semiquantitative_or_sediment_source_hit,58
std_leukocytes_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,9965,numericitems,Leuco's (bloed),white blood cell count,Leuco's (bloed),10^9/l,10*9/L,nan,nan,191174,191174.0,LAB-Hem-bloed,,1.0,LOINC,26464-8,Leukocytes [#/volume] in Blood,leukocytes,,True,True,numeric_semiquantitative_or_sediment_source_hit,73
std_leukocytes_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,19232,listitems,Fysio-Assesment resultaat,,Fysio-Assesment resultaat,,,nan,nan,2749,2749.0,Fysio-Assesment,,0.0,,,,result,,True,True,ordinal_domain_source_hit,67
std_leukocytes_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,19232,listitems,Fysio-Assesment resultaat,,Fysio-Assesment resultaat,,,nan,nan,1048,1048.0,Fysio-Assesment,,0.0,,,,result,,True,True,ordinal_domain_source_hit,67
std_leukocytes_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,6779,numericitems,Leucocyten,white blood cell count,Leucocyten,10^9/l,10*9/L,nan,nan,6474,6474.0,LAB HEMATOLOGIE,,1.0,LOINC,26464-8,Leukocytes [#/volume] in Blood,leukocytes,,True,True,numeric_semiquantitative_or_sediment_source_hit,67
std_lupus_anticoagulant_result,class6_ordinal_text_semiquantitative_result,laboratory,19232,listitems,Fysio-Assesment resultaat,,Fysio-Assesment resultaat,,,nan,nan,2749,2749.0,Fysio-Assesment,,0.0,,,,result,,True,True,ordinal_domain_source_hit,67
std_lupus_anticoagulant_result,class6_ordinal_text_semiquantitative_result,laboratory,19232,listitems,Fysio-Assesment resultaat,,Fysio-Assesment resultaat,,,nan,nan,1048,1048.0,Fysio-Assesment,,0.0,,,,result,,True,True,ordinal_domain_source_hit,67
std_nitrite_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,19232,listitems,Fysio-Assesment resultaat,,Fysio-Assesment resultaat,,,nan,nan,2749,2749.0,Fysio-Assesment,,0.0,,,,result,,True,True,ordinal_domain_source_hit,67
std_nitrite_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,19232,listitems,Fysio-Assesment resultaat,,Fysio-Assesment resultaat,,,nan,nan,1048,1048.0,Fysio-Assesment,,0.0,,,,result,,True,True,ordinal_domain_source_hit,67
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,19232,listitems,Fysio-Assesment resultaat,,Fysio-Assesment resultaat,,,nan,nan,2749,2749.0,Fysio-Assesment,,0.0,,,,result,,True,True,ordinal_domain_source_hit,67
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,19232,listitems,Fysio-Assesment resultaat,,Fysio-Assesment resultaat,,,nan,nan,1048,1048.0,Fysio-Assesment,,0.0,,,,result,,True,True,ordinal_domain_source_hit,67
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,16958,listitems,SEPSIS_PROTEINE_C,,SEPSIS_PROTEINE_C,,,nan,nan,75,75.0,Sepsis-screening,,0.0,,,,protein,,True,True,ordinal_domain_source_hit,61
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,16958,listitems,SEPSIS_PROTEINE_C,,SEPSIS_PROTEINE_C,,,nan,nan,68,68.0,Sepsis-screening,,0.0,,,,protein,,True,True,ordinal_domain_source_hit,61
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,12588,drugitems,Nutrison Protein Plus,Nutrison Protein Plus enteral nutrition,Nutrison Protein Plus,,,nan,nan,78887,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,45
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,12586,drugitems,Nutrison Standaard,Nutrison Standard enteral nutrition,Nutrison Standaard,,,nan,nan,29933,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,45
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,12948,drugitems,Osmolite HP 1.0,Osmolite HP 1.0 enteral nutrition,Osmolite HP 1.0,,,nan,nan,16027,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,45
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,7314,drugitems,Nutrison Standaard oud,Nutrison Standard enteral nutrition,NutriStandaard oud,,,nan,nan,11844,nan,SONDEVOEDING OUD,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,45
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,12608,drugitems,Nutrison Concentrated,Nutrison Concentrated enteral nutrition,Nutrison Concentrated,,,nan,nan,5948,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,42
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,9156,drugitems,Nutrison Proteïn Plus oud,Nutrison Protein Plus enteral nutrition,Nutrison Proteïn Plus oud,,,nan,nan,2137,nan,SONDEVOEDING OUD,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,42
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,19886,drugitems,Peptamen HN,Peptamen HN enteral nutrition,Peptamen HN,,,nan,nan,1729,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,42
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,12587,drugitems,Nutrison Protein Plus Multi Fibre,Nutrison Protein Plus Multi Fibre enteral nutrition,Nutrison Protein Plus Multi Fibre,,,nan,nan,1173,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,42
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,12609,drugitems,Nutrison Peptisorb,Nutrison Peptisorb enteral nutrition,Nutrison Peptisorb,,,nan,nan,1162,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,42
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,20639,drugitems,Fresubin 2 kcal HP,Fresubin 2 kcal HP enteral nutrition,Fresubin 2 kcal HP,,,nan,nan,1153,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,42
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,12592,drugitems,Nutrison Energy,Nutrison Energy enteral nutrition,Nutrison Energy,,,nan,nan,567,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,39
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,12590,drugitems,Nutrison Multi Fibre,Nutrison Multi Fibre enteral nutrition,Nutrison Multi Fibre,,,nan,nan,426,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,39
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,7992,drugitems,Nutrison Multi Fibre oud,Nutrison Multi Fibre enteral nutrition,NutriMultiFibre oud,,,nan,nan,360,nan,SONDEVOEDING OUD,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,39
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,20723,drugitems,Nutridrink compact protein 125ml,Nutridrink Compact Protein 125ml,Nutridrink compact protein 125ml,,,nan,nan,324,nan,Voeding-Intake-Vocht,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,39
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,15077,drugitems,Nutridrink/Fortifresh 150ml,Nutridrink/Fortifresh 150ml,Nutridrink/Fortifresh 150ml,,,nan,nan,242,nan,Voeding-Intake-Vocht,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,ordinal_adjacent_source_hit,39
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,20721,drugitems,Nutridrink compact protein 100ml,,Nutridrink compact protein 100ml,,,nan,nan,175,nan,Voeding-Intake-Vocht,,nan,,,,protein,,True,False,ordinal_adjacent_source_hit,39
std_protein_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,20725,drugitems,Nutridrink compact protein 200ml,,Nutridrink compact protein 200ml,,,nan,nan,97,nan,Voeding-Intake-Vocht,,nan,,,,protein,,True,False,ordinal_adjacent_source_hit,36
