variable_id,class_id,semantic_folder,source_itemid,source_table,source_item,source_item_en,source_abbreviation,source_unit,source_ucum_code,dictionary_expected_min_value,dictionary_expected_max_value,dictionary_count,dictionary_count_validated,category,category_en,islabresult,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,matched_aliases,modifier_terms_required,modifier_match,preferred_table_for_class,candidate_fit_category,candidate_score
std_aado2_calc,class1_event_level_numeric,laboratory,9933,numericitems,Calcium totaal (bloed),,Calcium totaal (bloed),mmol/l,mmol/L,nan,nan,140461,140461.0,LAB-Chem-bloed,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,93
std_aado2_calc,class1_event_level_numeric,laboratory,6817,numericitems,Calcium,,CA,mmol/l,mmol/L,nan,nan,5339,5339.0,LAB CHEMIE,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,87
std_aado2_calc,class1_event_level_numeric,laboratory,15775,numericitems,Procalcitonine (bloed),,Procalcitonine (bloed),µg/l,ug/L,nan,nan,1921,1921.0,LAB-Chem-bloed,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,87
std_aado2_calc,class1_event_level_numeric,laboratory,10275,numericitems,Calcium totaal (urine),,Calcium totaal (urine),mmol/l,mmol/L,nan,nan,70,70.0,LAB-Chem-urine,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,81
std_aado2_calc,class1_event_level_numeric,laboratory,9934,numericitems,CALCIUM (overig),,CALCIUM (overig),mmol/l,mmol/L,nan,nan,28,28.0,LAB-Chem-diversen,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,81
std_aado2_calc,class1_event_level_numeric,laboratory,10276,numericitems,CALCIUM (verz. urine),,CALCIUM-vur,mmol/l,mmol/L,nan,nan,22,22.0,LAB-Chem-verz. urine,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,81
std_aado2_calc,class1_event_level_numeric,laboratory,12217,numericitems,Calcium totaal (verz. urine),,Calcium totaal (verz. urine),mmol/24uur,mmol/(24.h),nan,nan,19,19.0,LAB-Chem-verz. urine,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,81
std_aado2_calc,class1_event_level_numeric,laboratory,18852,numericitems,Calcium (dialysaat),,Calcium (dialysaat),mmol/l,mmol/L,nan,nan,11,11.0,LAB-Chem-diversen,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,81
std_aado2_calc,class1_event_level_numeric,laboratory,10207,numericitems,Osteocalcine (bloed),,Osteocalcine (bloed),nmol/l,nmol/L,nan,nan,2,2.0,LAB-Endo-bloed,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,78
std_aado2_calc,class1_event_level_numeric,laboratory,14525,numericitems,Calcitonine (bloed),,Calcitonine (bloed),ng/l,ng/L,nan,nan,2,2.0,LAB-Endo-bloed,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,78
std_aado2_calc,class1_event_level_numeric,laboratory,15565,numericitems,PROCALCITON (bloed),,PROCALCITON-blo,µg/l,ug/L,nan,nan,2,2.0,LAB-Endo-bloed,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,78
std_aado2_calc,class1_event_level_numeric,laboratory,12216,numericitems,CALCIUM      (overig),,CALCIUM      (overig),µmol/24uur,umol/(24.h),nan,nan,1,1.0,LAB-Chem-diversen,,1.0,,,,calc,,True,True,strong_numericitems_modifier_or_unmodified_hit,78
std_aado2_calc,class1_event_level_numeric,laboratory,7412,drugitems,Calcium Glubionaat (Calcium Sandoz),calcium glubionate,CalciumSandoz,,,nan,nan,17832,nan,Medicatie,,nan,ATC,A12AA02,calcium glubionate,calc,,True,False,non_numeric_supporting_or_false_positive_hit,45
std_aado2_calc,class1_event_level_numeric,laboratory,9019,drugitems,Carbasalaatcalcium (Ascal),carbasalate calcium,Carbasalaatcalcium (Ascal),,,nan,nan,15352,nan,Medicatie,,nan,ATC,B01AC08,carbasalate calcium,calc,,True,False,non_numeric_supporting_or_false_positive_hit,45
std_aado2_calc,class1_event_level_numeric,laboratory,18783,drugitems,Calciumgluconaat 10%,calcium gluconate 10%,Calciumgluconaat 10%,,,nan,nan,12415,nan,Medicatie,,nan,ATC,A12AA03,calcium gluconate,calc,,True,False,non_numeric_supporting_or_false_positive_hit,45
std_aado2_calc,class1_event_level_numeric,laboratory,7412,drugitems,Calcium Glubionaat (Calcium Sandoz),calcium glubionate,CalciumSandoz,,,nan,nan,6963,nan,Medicatie,,nan,ATC,A12AA02,calcium glubionate,calc,,True,False,non_numeric_supporting_or_false_positive_hit,42
std_aado2_calc,class1_event_level_numeric,laboratory,9019,drugitems,Carbasalaatcalcium (Ascal),carbasalate calcium,Carbasalaatcalcium (Ascal),,,nan,nan,5035,nan,Medicatie,,nan,ATC,B01AC08,carbasalate calcium,calc,,True,False,non_numeric_supporting_or_false_positive_hit,42
std_aado2_calc,class1_event_level_numeric,laboratory,7412,drugitems,Calcium Glubionaat (Calcium Sandoz),calcium glubionate,CalciumSandoz,,,nan,nan,2120,nan,Medicatie,,nan,ATC,A12AA02,calcium glubionate,calc,,True,False,non_numeric_supporting_or_false_positive_hit,42
std_aado2_calc,class1_event_level_numeric,laboratory,18783,drugitems,Calciumgluconaat 10%,calcium gluconate 10%,Calciumgluconaat 10%,,,nan,nan,1887,nan,Medicatie,,nan,ATC,A12AA03,calcium gluconate,calc,,True,False,non_numeric_supporting_or_false_positive_hit,42
std_aado2_calc,class1_event_level_numeric,laboratory,9061,drugitems,Colecalciferol (Devaron),,Colecalciferol (Devaron),,,nan,nan,1488,nan,Medicatie,,nan,,,,calc,,True,False,non_numeric_supporting_or_false_positive_hit,42
std_aado2_calc,class1_event_level_numeric,laboratory,9040,drugitems,Calciumcarbonaat,,Calciumcarbonaat,,,nan,nan,1457,nan,Medicatie,,nan,,,,calc,,True,False,non_numeric_supporting_or_false_positive_hit,42
std_aado2_calc,class1_event_level_numeric,laboratory,6821,drugitems,Alfacalcidol (Etalpha),,Alfacalcidol,,,nan,nan,1254,nan,Medicatie,,nan,,,,calc,,True,False,non_numeric_supporting_or_false_positive_hit,42
std_aado2_calc,class1_event_level_numeric,laboratory,9019,drugitems,Carbasalaatcalcium (Ascal),carbasalate calcium,Carbasalaatcalcium (Ascal),,,nan,nan,484,nan,Medicatie,,nan,ATC,B01AC08,carbasalate calcium,calc,,True,False,non_numeric_supporting_or_false_positive_hit,39
std_aado2_calc,class1_event_level_numeric,laboratory,6908,drugitems,Carbasalaat Calcium,carbasalate calcium,CarbasalaatCalcium,,,nan,nan,374,nan,Medicatie,,nan,ATC,B01AC08,carbasalate calcium,calc,,True,False,non_numeric_supporting_or_false_positive_hit,39
std_aado2_calc,class1_event_level_numeric,laboratory,19164,drugitems,Calciumgluconaat,calcium gluconate,Calciumgluconaat,,,nan,nan,229,nan,Medicatie,,nan,ATC,A12AA03,calcium gluconate,calc,,True,False,non_numeric_supporting_or_false_positive_hit,39
std_aado2_calc,class1_event_level_numeric,laboratory,7412,drugitems,Calcium Glubionaat (Calcium Sandoz),calcium glubionate,CalciumSandoz,,,nan,nan,126,nan,Medicatie,,nan,ATC,A12AA02,calcium glubionate,calc,,True,False,non_numeric_supporting_or_false_positive_hit,39
std_aado2_calc,class1_event_level_numeric,laboratory,12955,procedureorderitems,CVVH-citraat Calciumpomp starten,,CVVH-citraat Calciumpomp starten,,,nan,nan,692,nan,OPDR. CVVH,,nan,,,,calc,,True,False,non_numeric_supporting_or_false_positive_hit,39
std_albumin_ascites,class1_event_level_numeric,laboratory,6801,numericitems,Albumine chemisch,,Alb. chemisch,g/l,g/L,nan,nan,3064,3064.0,LAB CHEMIE,,1.0,,,,albumin,ascites;ascitic;buikvocht,False,True,numericitems_base_hit_modifier_missing,67
std_albumin_ascites,class1_event_level_numeric,laboratory,10116,numericitems,Albumine (imm.) (liquor),,Albumine (imm.) (liquor),mg/l,mg/L,nan,nan,329,329.0,LAB-Chem-liquor,,1.0,,,,albumin,ascites;ascitic;buikvocht,False,True,numericitems_base_hit_modifier_missing,64
std_albumin_ascites,class1_event_level_numeric,laboratory,10382,numericitems,Micro-albumine (urine),,Micro-albumine (urine),mg/l,mg/L,nan,nan,216,216.0,LAB-Chem-urine,,1.0,,,,albumin,ascites;ascitic;buikvocht,False,True,numericitems_base_hit_modifier_missing,64
std_albumin_ascites,class1_event_level_numeric,laboratory,9975,numericitems,Albumine (imm.) (bloed),,Albumine (imm.) (bloed),g/l,g/L,nan,nan,77,77.0,LAB-Chem-bloed,,1.0,,,,albumin,ascites;ascitic;buikvocht,False,True,numericitems_base_hit_modifier_missing,61
std_albumin_ascites,class1_event_level_numeric,laboratory,12241,numericitems,Micro-albumine (verz. urine),,Micro-albumine (verz. urine),mg/24uur,mg/(24.h),nan,nan,30,30.0,LAB-Chem-verz. urine,,1.0,,,,albumin,ascites;ascitic;buikvocht,False,True,numericitems_base_hit_modifier_missing,61
std_albumin_ascites,class1_event_level_numeric,laboratory,10384,numericitems,Micro-albumine dialysaat (overig),,Micro-albumine dialysaat (overig),mg/l,mg/L,nan,nan,8,8.0,LAB-Chem-diversen,,1.0,,,,albumin,ascites;ascitic;buikvocht,False,True,numericitems_base_hit_modifier_missing,58
std_albumin_ascites,class1_event_level_numeric,laboratory,8933,drugitems,Albumine 20%,albumin 20%,Albumine 20%,,,nan,nan,3238,nan,INFUUS-Colloïd,,nan,ATC,B05AA01,albumin,albumin,ascites;ascitic;buikvocht,False,False,non_numeric_supporting_or_false_positive_hit,22
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,12281,numericitems,Piek druk,peak inspiratory airway pressure,P peak,cmH2O,cm[H2O],nan,nan,15622631,1279253.0,RESP-Servo Patiëntgegevens,,0.0,LOINC,19976-0,Maximum [Pressure] Respiratory system airway opening --during inspiration on ventilator,ratio,urin;urine,True,True,strong_numericitems_modifier_or_unmodified_hit,95
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8877,numericitems,Peak druk,peak inspiratory airway pressure,Peak druk,mbar,mbar,nan,nan,85106,76567.0,ZZ-OUD-Resp-PatientGeg.,,0.0,LOINC,19976-0,Maximum [Pressure] Respiratory system airway opening --during inspiration on ventilator,ratio,urin;urine,True,True,strong_numericitems_modifier_or_unmodified_hit,90
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8852,numericitems,P max,peak inspiratory airway pressure,P max,mbar,mbar,nan,nan,57509,50839.0,ZZ-OUD-Resp-Evita Machinegegevens,,0.0,LOINC,19976-0,Maximum [Pressure] Respiratory system airway opening --during inspiration on ventilator,ratio,urin;urine,True,True,strong_numericitems_modifier_or_unmodified_hit,90
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,10382,numericitems,Micro-albumine (urine),,Micro-albumine (urine),mg/l,mg/L,nan,nan,216,216.0,LAB-Chem-urine,,1.0,,,,albumin,urin;urine,True,True,strong_numericitems_modifier_or_unmodified_hit,84
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,16239,numericitems,Zephyros Ppeak,peak inspiratory airway pressure,Zephyros Ppeak,cmH2O,cm[H2O],nan,nan,64,64.0,RESP-Zephyros Patiëntgegevens,,0.0,LOINC,19976-0,Maximum [Pressure] Respiratory system airway opening --during inspiration on ventilator,ratio,urin;urine,True,True,strong_numericitems_modifier_or_unmodified_hit,81
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,12365,numericitems,Piek druk (2),peak inspiratory airway pressure,P peak (2),cmH2O,cm[H2O],nan,nan,54,54.0,RESP-Servo Patiëntgegevens(2),,0.0,LOINC,19976-0,Maximum [Pressure] Respiratory system airway opening --during inspiration on ventilator,ratio,urin;urine,True,True,strong_numericitems_modifier_or_unmodified_hit,81
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,12241,numericitems,Micro-albumine (verz. urine),,Micro-albumine (verz. urine),mg/24uur,mg/(24.h),nan,nan,30,30.0,LAB-Chem-verz. urine,,1.0,,,,albumin,urin;urine,True,True,strong_numericitems_modifier_or_unmodified_hit,81
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,14333,numericitems,vryK/Lratio  (urine),,vryK/Lratio  (urine),Geen,,nan,nan,1,1.0,LAB-Chem-verz. urine,,1.0,,,,ratio,urin;urine,True,True,strong_numericitems_modifier_or_unmodified_hit,78
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,19353,numericitems,Can-Kreat ratio (urine),,Can-Kreat ratio (urine),µg/mmol,ug/mmol,nan,nan,1,1.0,LAB-Chem-urine,,1.0,,,,ratio,urin;urine,True,True,strong_numericitems_modifier_or_unmodified_hit,78
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,6709,numericitems,Saturatie (Monitor),oxygen saturation SpO2,Saturatie Monitor,,,nan,nan,36411768,2076750.0,RESP-Servo Patiëntgegevens,,0.0,LOINC,59408-5,Oxygen saturation in Arterial blood by Pulse oximetry,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,75
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,12282,numericitems,O2 concentratie (Set),inspired oxygen concentration setting,O2% (Set),Geen,,nan,nan,15645752,1281165.0,RESP-Servo Machinegegevens,,0.0,LOINC,19994-3,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,75
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,12279,numericitems,O2 concentratie,inspired oxygen concentration measurement,O2%,Geen,,nan,nan,15645395,1274067.0,RESP-O2aanbod,,0.0,LOINC,19995-0,Oxygen/Inspired gas Respiratory system by O2 Analyzer --on ventilator,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,75
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,6707,numericitems,End tidal CO2 concentratie,end tidal carbon dioxide partial pressure,EtCO2,mmHg,mm[Hg],nan,nan,10327178,666550.0,RESP-Servo Patiëntgegevens,,0.0,LOINC,19891-1,Carbon dioxide [Partial pressure] in Exhaled gas --at end expiration,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,75
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,14836,numericitems,MFT_Filtraat druk,CRRT ultrafiltration pressure,MFT_Filtraat druk,mmHg,mm[Hg],nan,nan,2086046,93249.0,CVVH-MFT,,0.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,75
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,14849,numericitems,MFT_Ultrafiltratie (ingesteld),CRRT net ultrafiltration rate,MFT_Ultrafiltratie (ingesteld),ml/uur,mL/h,nan,nan,1948560,94853.0,CVVH-MFT,,0.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,75
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,14851,numericitems,MFT_UF Totaal (ingesteld),CRRT net ultrafiltration volume setting,MFT_UF Totaal (ingesteld),ml,mL,nan,nan,1796778,87933.0,CVVH-MFT,,0.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,75
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,20079,numericitems,MFT_Filtraatvolume_totaal,CRRT net ultrafiltration volume total,MFT_Filtraatvolume_totaal,l,L,nan,nan,1664541,24943.0,CVVH-MFT,,0.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,75
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,20078,numericitems,MFT_Filtraatvolume_huidig,CRRT net ultrafiltration volume current,MFT_Filtraatvolume_huidig,l,L,nan,nan,1664478,24934.0,CVVH-MFT,,0.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,75
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,9941,numericitems,Kreatinine (bloed),serum creatinine,Kreatinine (bloed),µmol/l,umol/L,nan,nan,196186,196186.0,LAB-Chem-bloed,,1.0,LOINC,15045-8,Creatine [Moles/volume] in Serum or Plasma,creatinine,urin;urine,False,True,numericitems_base_hit_modifier_missing,73
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8805,numericitems,CVVH Onttrokken,CRRT net ultrafiltration,CVVH-Onttrokken,ml,mL,nan,nan,98383,98383.0,VB-CVVH,,0.0,SNOMED CT,251850009,Ultrafiltrate fluid loss,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,70
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,6699,numericitems,FiO2 %,inspired oxygen concentration setting,FiO2%,Geen,,nan,nan,91881,83474.0,RESP-O2aanbod,,0.0,LOINC,19994-3,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,70
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,7671,numericitems,Negatieve filterdruk,CRRT ultrafiltration pressure,PD2,mmHg,mm[Hg],nan,nan,82539,72838.0,CVVH-Gegevens,,0.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,70
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,6836,numericitems,Kreatinine,serum creatinine,Kreat,µmol,umol,nan,nan,6481,6481.0,LAB CHEMIE,,1.0,LOINC,15045-8,Creatine [Moles/volume] in Serum or Plasma,creatinine,urin;urine,False,True,numericitems_base_hit_modifier_missing,67
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,6801,numericitems,Albumine chemisch,,Alb. chemisch,g/l,g/L,nan,nan,3064,3064.0,LAB CHEMIE,,1.0,,,,albumin,urin;urine,False,True,numericitems_base_hit_modifier_missing,67
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8885,numericitems,End Tidal CO2 mmHG,end tidal carbon dioxide partial pressure,End Tidal CO2,mmHg,mm[Hg],nan,nan,409,402.0,ZZ-OUD-Resp-PatientGeg.,,0.0,LOINC,19891-1,Carbon dioxide [Partial pressure] in Exhaled gas --at end expiration,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,64
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,12356,numericitems,End tidal CO2 concentratie (2),end tidal carbon dioxide partial pressure,EtCO2 (2),mmHg,mm[Hg],nan,nan,381,381.0,RESP-Servo Patiëntgegevens(2),,0.0,LOINC,19891-1,Carbon dioxide [Partial pressure] in Exhaled gas --at end expiration,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,64
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,12369,numericitems,SET %O2,inspired oxygen concentration setting,SET %O2,Geen,,nan,nan,373,373.0,RESP-Bipap Vision Machinegegevens,,0.0,LOINC,19994-3,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,64
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,10116,numericitems,Albumine (imm.) (liquor),,Albumine (imm.) (liquor),mg/l,mg/L,nan,nan,329,329.0,LAB-Chem-liquor,,1.0,,,,albumin,urin;urine,False,True,numericitems_base_hit_modifier_missing,64
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,16246,numericitems,Zephyros FiO2,inspired oxygen concentration setting,Zephyros FiO2,Geen,,nan,nan,239,239.0,RESP-Zephyros Machinegegevens,,0.0,LOINC,19994-3,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,64
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,9975,numericitems,Albumine (imm.) (bloed),,Albumine (imm.) (bloed),g/l,g/L,nan,nan,77,77.0,LAB-Chem-bloed,,1.0,,,,albumin,urin;urine,False,True,numericitems_base_hit_modifier_missing,61
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,12329,numericitems,O2 concentratie (Set) (2),inspired oxygen concentration setting,O2% (Set) (2),Geen,,nan,nan,73,73.0,RESP-Servo Machinegegevens(2),,0.0,LOINC,19994-3,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,61
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8884,numericitems,End Tidal CO2 %,end tidal carbon dioxide partial pressure,End Tidal CO2 %,,,nan,nan,64,58.0,ZZ-OUD-Resp-PatientGeg.,,0.0,LOINC,19891-1,Carbon dioxide [Partial pressure] in Exhaled gas --at end expiration,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,61
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,14216,numericitems,KREAT enzym. (bloed),serum creatinine,KREAT enzym.-blo,µmol/l,umol/L,nan,nan,33,33.0,LAB-Chem-bloed,,1.0,LOINC,15045-8,Creatine [Moles/volume] in Serum or Plasma,creatinine,urin;urine,False,True,numericitems_base_hit_modifier_missing,61
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,14415,numericitems,ATP / ADP ratio (bloed),,ATP / ADP ratio (bloed),Geen,,nan,nan,17,17.0,LAB-Chem-bloed,,1.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,61
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,9658,numericitems,End Tidal CO2% (2),end tidal carbon dioxide partial pressure,End Tidal CO2% (2),,,nan,nan,15,15.0,ZZ-OUD-Resp-PatientGeg(2),,0.0,LOINC,19891-1,Carbon dioxide [Partial pressure] in Exhaled gas --at end expiration,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,61
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,14331,numericitems,Vrij K/L ratio (bloed),,Vrij K/L ratio (bloed),Geen,,nan,nan,13,13.0,LAB-Imm-bloed,,1.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,61
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,14320,numericitems,BTP ratio (overig),,BTP ratio (overig),Geen,,nan,nan,12,12.0,LAB-Chem-diversen,,1.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,61
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,17990,numericitems,Beta-Trace ratio (overig),,Beta-Trace ratio (overig),Geen,,nan,nan,11,11.0,LAB-Chem-diversen,,1.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,61
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,10384,numericitems,Micro-albumine dialysaat (overig),,Micro-albumine dialysaat (overig),mg/l,mg/L,nan,nan,8,8.0,LAB-Chem-diversen,,1.0,,,,albumin,urin;urine,False,True,numericitems_base_hit_modifier_missing,58
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,18502,numericitems,Ratio Venlafaxine / desmethyl (bloed),,Ratio Venlafaxine / desmethyl (bloed),Geen,,nan,nan,5,5.0,LAB-Tox-bloed,,1.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,58
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,11615,numericitems,F/T PSA ratio (bloed),,F/T PSA ratio (bloed),Geen,,nan,nan,4,4.0,LAB-Divers-bloed,,1.0,,,,ratio,urin;urine,False,True,numericitems_base_hit_modifier_missing,58
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8189,listitems,Toedieningsweg,oxygen administration device,Toediening,,,nan,nan,338421,338421.0,RESP-O2aanbod,,0.0,LOINC,3152-6,Inhaled oxygen mechanism Dose,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,28
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,9120,drugitems,Oculentum simplex oogzalf,simple eye ointment,Oculentum simplex,,,nan,nan,27802,nan,Medicatie,,nan,ATC,S01XA20,artificial tears and other indifferent preparations,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,25
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8189,listitems,Toedieningsweg,oxygen administration device,Toediening,,,nan,nan,99422,99422.0,RESP-O2aanbod,,0.0,LOINC,3152-6,Inhaled oxygen mechanism Dose,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,25
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8189,listitems,Toedieningsweg,oxygen administration device,Toediening,,,nan,nan,56393,56393.0,RESP-O2aanbod,,0.0,LOINC,3152-6,Inhaled oxygen mechanism Dose,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,25
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8189,listitems,Toedieningsweg,oxygen administration device,Toediening,,,nan,nan,52649,52649.0,RESP-O2aanbod,,0.0,LOINC,3152-6,Inhaled oxygen mechanism Dose,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,25
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8189,listitems,Toedieningsweg,oxygen administration device,Toediening,,,nan,nan,36844,36844.0,RESP-O2aanbod,,0.0,LOINC,3152-6,Inhaled oxygen mechanism Dose,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,25
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8189,listitems,Toedieningsweg,oxygen administration device,Toediening,,,nan,nan,16066,16066.0,RESP-O2aanbod,,0.0,LOINC,3152-6,Inhaled oxygen mechanism Dose,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,25
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8189,listitems,Toedieningsweg,oxygen administration device,Toediening,,,nan,nan,15729,15729.0,RESP-O2aanbod,,0.0,LOINC,3152-6,Inhaled oxygen mechanism Dose,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,25
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8189,listitems,Toedieningsweg,oxygen administration device,Toediening,,,nan,nan,12749,12749.0,RESP-O2aanbod,,0.0,LOINC,3152-6,Inhaled oxygen mechanism Dose,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,25
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8933,drugitems,Albumine 20%,albumin 20%,Albumine 20%,,,nan,nan,3238,nan,INFUUS-Colloïd,,nan,ATC,B05AA01,albumin,albumin,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,22
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8189,listitems,Toedieningsweg,oxygen administration device,Toediening,,,nan,nan,9078,9078.0,RESP-O2aanbod,,0.0,LOINC,3152-6,Inhaled oxygen mechanism Dose,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,22
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8189,listitems,Toedieningsweg,oxygen administration device,Toediening,,,nan,nan,4480,4480.0,RESP-O2aanbod,,0.0,LOINC,3152-6,Inhaled oxygen mechanism Dose,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,22
std_albumin_creatinine_ratio_urine,class1_event_level_numeric,laboratory,8189,listitems,Toedieningsweg,oxygen administration device,Toediening,,,nan,nan,3560,3560.0,RESP-O2aanbod,,0.0,LOINC,3152-6,Inhaled oxygen mechanism Dose,ratio,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,22
